,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
4245,4245,LuisPi2021,53,Independiente,separated,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,independent,independent,self employed
4246,4246,luke22,53,arquitecto,single,male,hispanic Straight Other nonsmoker never Marriage,0,architect,architect,
4247,4247,maninblack,53,negocio propio,separated,male,hispanic Straight Christian light smoker occasional drinker Serious Relationship,0,own business,own business,self employed
4248,4248,Margra2402,53,Negocio propio,divorced,female,hispanic Straight Other nonsmoker never Serious Relationship,0,own business,own business,self employed
4249,4249,MariLucha,53,independiente,divorced,female,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,independent,independent,self employed
4250,4250,Mariluz2020,53,Bibliotecaria,single,female,hispanic Straight Spiritual nonsmoker social drinker Marriage,0,library,library,
4251,4251,Martinsp2021,53,Empleado publico,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,public employee,public employee,
4252,4252,Marymo,53,Administrador,separated,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,administrator,administrator,
4253,4253,MaxPayne111,53,Construction,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,construction,construction,construction
4254,4254,Mayupiyu,53,Enfermera,divorced,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,nurse,nurse,medical
4255,4255,miguel4555,53,ingeniero,divorced,male,white Straight Other light smoker social drinker Fun Romance,0,engineer,engineer,engineer
4256,4256,Nana2,53,administrator,single,female,white Straight Christian nonsmoker never Marriage,0,administrator,administrator,
4257,4257,Nathaliah,53,Vendedora,separated,female,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,0,saleswoman,saleswoman,sales
4258,4258,Nathergut,53,Ventas,separated,female,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,0,sales,sale,
4259,4259,Nazarita,53,Enfermera,divorced,female,hispanic Straight Other nonsmoker occasional drinker Friendship Romance,0,nurse,nurse,medical
4260,4260,Niva,53,Cocinero,divorced,male,hispanic Straight Other nonsmoker never Serious Relationship,0,cook,cook,
4261,4261,Ornum1,53,Retired,widow,male,white Bisexual Other nonsmoker social drinker Romance,0,retired,retired,
4262,4262,pat1969,53,Cocinera,single,female,asian Straight Other social smoker never Friendship,0,cook,cook,
4263,4263,patricia2020,53,DOCENTE,divorced,female,white Straight Christian nonsmoker never Friendship,0,teacher,teacher,education
4264,4264,Patty169,53,Assistant,single,female,white Straight Spiritual nonsmoker social drinker Serious Relationship,0,assistant,assistant,
4265,4265,Paul746,53,Builder,separated,male,white Straight Spiritual nonsmoker never Serious Relationship,0,builder,builder,
4266,4266,phil68,53,Chef,single,male,white Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,chef,chef,
4267,4267,Renancito,53,Administrador,divorced,male,hispanic Straight Christian light smoker never Serious Relationship,0,administrator,administrator,
4268,4268,Rewilly,53,Tecnico electronico,single,male,mixed Straight Spiritual nonsmoker social drinker Serious Relationship,0,electronic technician,electronic technician,tech
4269,4269,Robertevert,53,Retired,single,male,white Bisexual Christian light smoker social drinker Fun Friendship Serious Relationship,0,retired,retired,
4270,4270,Romay,53,Ingeniero,divorced,male,hispanic Straight Atheist nonsmoker occasional drinker Serious Relationship,0,engineer,engineer,engineer
4271,4271,Sacauro,53,Emprendedor,divorced,male,white Straight Christian nonsmoker social drinker Friendship,0,entrepreneur,entrepreneur,
4272,4272,Samuelsmall8987,53,Sales,separated,male,white Straight Jewish nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,sales,sale,
4273,4273,Silvestre1,53,Administracion,single,male,white Straight Spiritual nonsmoker never Marriage,0,management,management,
4274,4274,Slimster,53,Teacher,widow,female,white Straight Christian nonsmoker occasional drinker Romance,0,teacher,teacher,education
4275,4275,sparknaj,53,self employed,divorced,male,white Straight Christian social smoker social drinker Fun Romance Serious Relationship,0,self employed,self employed,self employed
4276,4276,Sponono,53,Teacher,divorced,female,black Straight Christian nonsmoker social drinker Serious Relationship,0,teacher,teacher,education
4277,4277,Steggy2869,53,unemployment,single,male,white Straight Spiritual light smoker occasional drinker Fun Friendship Romance,0,unemployment,unemployment,unemployed
4278,4278,Sunset,53,Education,single,female,white Straight Christian social smoker social drinker Serious Relationship,0,education,education,education
4279,4279,Supo,53,Constructor,divorced,male,white Straight Other nonsmoker occasional drinker Friendship,0,constructor,constructor,construction
4280,4280,Syphax,53,Security,divorced,male,mixed Straight Muslim light smoker social drinker Friendship Romance,0,security,security,
4281,4281,Vitty,53,Docente,separated,male,hispanic Straight Spiritual nonsmoker never Serious Relationship,0,teacher,teacher,education
4282,4282,Williamqu,53,Comerciante,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship,0,merchant,merchant,
4283,4283,Abdul99,54,Executive,separated,male,Easy going Highly educated Life beautiful Travels,0,executive,executive,
4284,4284,Bgoat2,54,Disabled,single,male,Like lot things lately Ive working firearms Dam I hate part,0,disabled,disabled,
4285,4285,Crystal01,54,Marketing,separated,female,Looking strong honest loving caring man treat,0,marketing,marketing,
4286,4286,DeaconBlue,54,Management,divorced,male,Hi I love life positive person try see best things I would like meet last first date Life beautiful much offer Enjoy life enjoy simple things hopefully find good person love journey Bless,0,management,management,
4287,4287,giveyourselfup,54,business owner,single,male,caring loving empathy others I find qualities man makes hard finding woman To find requires coffee dinner date,0,business owner,business owner,self employed
4288,4288,Jacques777,54,Teacher,divorced,male,I Jacques France Paris protestant Christian man involved higher education running team teachersresearchers Applied Mathematics Computer Science I world citizen mindset I feel much concerned cultures whats happening rest world I also studied Theology Philosophy doctoral studies Im fond literature well I like much writing poetry short novels essays My friends usually say consideration humour creativeness gentleness main qualities I learnt lot mankind people general thanks longjourneys globetrotting,0,teacher,teacher,education
4289,4289,jmf9118,54,airline pilot,divorced,male,easy going divoced 4 yrs kids looking lady permanant relationship would slim attractive,0,airline pilot,airline pilot,
4290,4290,MANDRAKE,54,Engineer,separated,male,Im looking special girl share libra realize dreams,0,engineer,engineer,engineer
4291,4291,Michael6868,54,Construction,single,male,Friendly clean Fun looking adventure soulmate,0,construction,construction,construction
4292,4292,OldPrussian,54,retired,divorced,male,I dont know world going run forever I know Im going around forever I dont know I finally meet warm heart join better happier journey I know I cant stop looking cant stop calling heart I also dont know life holds tomorrow I know get older I feel safer get old Someone remember days grow All profiles repeat Everyone crying say good cool fun But real content real Im tired lies fakes I want someone real I want best friend I think says Maybe right time right place right person online dating good Well see,0,retired,retired,
4293,4293,Riley4501,54,Healthcare,single,female,I really love mountains camping 4 Wheelin exploring ghost towns Im animal lover dog cat I love cooking home canning cast iron junkie Im simple sassy country girl looking meet nice guy,0,healthcare,healthcare,
4294,4294,Sergeytiger,54,security,divorced,male,courageous brave bold,0,security,security,
4295,4295,Tropicalgirl05,54,Education,divorced,female,Im loyalresilient compassionate Would love find right guy I love nature mountains beaches Im animal lover I love musicwine art,0,education,education,education
4296,4296,Victog,54,Profesora,single,female,Spirited woman beyond face moral honest withmyself first value humanity A woman wisdom warm sensitive strong genuine Deep passionate,0,profesora,profesora,
4297,4297,wolfwithroses,54,selfemployed,single,male,I LOVE THE OUTDOORS HAVE GOOD SINCE OF HUMOR LOOKING FOR A LADY TO SHARE FUN TIMES,0,selfemployed,selfemployed,self employed
4298,4298,8waysanta,54,welder,separated,male,white Straight Other nonsmoker social drinker Serious Relationship,0,welder,welder,
4299,4299,Alejandro68,54,Artista,divorced,male,white Straight Christian social smoker social drinker Friendship Romance Serious Relationship Marriage,0,artist,artist,
4300,4300,AlejandroIM,54,Artista,divorced,male,white Straight Christian social smoker social drinker Serious Relationship,0,artist,artist,
4301,4301,Alex1968,54,Carpintero,divorced,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,carpenter,carpenter,self employed
4302,4302,alexespino,54,Profesor,divorced,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,profesor,profesor,
4303,4303,Aliyah,54,Retired,single,female,mixed Straight Other nonsmoker social drinker Friendship,0,retired,retired,
4304,4304,AMORETT,54,secretaria,single,female,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,0,secretary,secretary,office
4305,4305,Armando45,54,Empresario,divorced,male,mixed Straight Christian nonsmoker social drinker Marriage,0,entrepreneur,entrepreneur,
4306,4306,ArtFan33,54,Business owner,single,male,white Straight Spiritual nonsmoker occasional drinker Fun Friendship Serious Relationship,0,business owner,business owner,self employed
4307,4307,Assando,54,Teacher,separated,male,mixed Straight Christian light smoker occasional drinker Friendship,0,teacher,teacher,education
