username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation,status_lem,translated_occupation_lem,translated_occupation_category
 borncharm60s,55.0,engineer,divorced,male,In words hmm I dont words They taken already unless make new ones lol I love fun I around people I home I pretty much Mr Chill God knows wants needs He knows everything I want someone spend life someone share life Someone loves Even weird nerdy like tendencies My moodiness times cause yea Im Pisces best friend soulmate Someone sings songs sometimes song come want sing I dont like focus negative I offer heart soul one person wants shows need Wait God souls If lucky enough heart I cherish forever I earth I loving caring honest loyal Passionate affectionate I waiting share life someone mutual loving understanding till death us part relationship,nl,1,engineer,divorced,engineer,engineer
 boss1990,51.0,Business man,single,male,nothing much know normal easy going person,fi,1,business man,single,business man,self employed
 BowenDavid,41.0,US Army,divorced,male,Im honest loving trust worthy man looking faithful loyal woman give life,en,1,us army,divorced,us army,military
 bradleo1900,52.0,self employed,single,male,Am New online dating site dont really know way around hereAm clean soft easy going,en,1,self employed,single,self employed,self employed
 bradt,56.0,Self Employed,widowed,male,I simple humble widower great sense humormuch strength much vigor meI optimist everything set alli friendly caringJust get closer know much,en,1,self employed,widowed,self employed,self employed
 bradyw,33.0,military,divorced,male,honest blunt comes life generali firm believer two concepts lifeliving life lifes terms live let live sees fit somost people find openmindedcompassionateand understandingas well easy like aroundi view decent manmy past exactly past unable change itthen toowho past way fill decisions regrets madei problem openly telling truth comes myselfI DONT WASTE TIME LYING BECAUSE ALL LIES TELL ON THEMSELVES IN THE ENDI HAVE AN EXCELLENT SENSE OF HUMOR BECAUSE I HAVE A GREAT APPRECIATION FOR LIFE AND ALL FAIR MINDED PEOPLE ON THIS EARTH,tl,1,military,divorced,military,military
 braidrose,36.0,business lady,divorced,female,name braid rose looking serious relationship cool loyal respect smart lady My life book Its impossible describe words I tell personally I dont criteria ideal man I want happy,en,1,business lady,divorced,business lady,self employed
 Braveheart99,55.0,contractor,single,male,The type person I interested woman laugh playful light hearted one motivated ambitious intelligent self confident I enjoy meaningful conversation addition plain old good fun Im basically positive person also loves humor laughter would like someone adventurous spirit positive attitude see funny side life someone open willing learn new things I like share things I learn open learning new things well I passion music curiosity life,es,1,contractor,single,contractor,construction
 brendababe,48.0,business woman,widowed,female,gentle woman love going church willing meet someone ready serious relationship like puzzle fix message distance never problem,en,1,business woman,widowed,business woman,self employed
 Brendabi,32.0,trading,single,female,good loving caring loyal girl,id,1,trading,single,trading,trade
 brendstephen115,25.0,student,single,female,I simple easy going confident caring I also say kind charming honest polite promising truthful I love making around happy I like fun friends also I love meeting new people I descriminate I give equal respect everyone anyone I dislike cheating jealousy lies pessimism I easy get along I kindhearted person I said enough rest know later personally,nl,1,student,single,student,education
 brianajones,30.0,selfemployed,single,female,Hi every body new glad hoping find right man ready spend rest His life time good Honest looking person life,en,1,selfemployed,single,selfemployed,self employed
 Brianevans,44.0,engineering,divorced,male,Cant really describe I 45 years old romantic man Tennessee I hazel eyes blonde hair body athletic I live alone I children live away home Write hetero girl Dont wait miracle,nl,1,engineering,divorced,engineering,engineer
 brianw,45.0,engineer,single,male,People consider kind honest reliable I perfect I lot good qualities sincerity understanding patience I really love nature long walks forest near water I enjoy going spending spare time company good friends I also like cooking something special I enjoy fine candlelight dinners I like traveling adventures But main passion music I know music influence changes mood I prefer start day turning radio CD player dancing getting ready go work I sincere feelings deeds attitude people I lie I like listen people I gentle character quarrel call names I tolerant people weak points All us different,nl,1,engineer,single,engineer,engineer
 brianwest,36.0,navy,widowed,male,Im man I comfortable life Im handsome kind respectful wellspoken I extremely passionate affectionateIm everyday ordinary average normal man Nothing special I consider simpleI type person wants somebody feel wanted trophy I affectionate person I love cuddle I like show somebody I feel telling I love close somebody whether bed couch whereverI like outdoors I dont care hunting fishing well I fish unbaited hook means I get spend time someone I care There lot things I like dancing cooking camping etc My ultimate goal I think would make happy get back feet woman side I love loves,sk,1,navy,widowed,navy,military
