username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
Eddymary,54,Jubilada,separated,female,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,so,0,retired
Eddyno,28,Independiente,single,male,white Straight Other nonsmoker never Fun Friendship Romance,nl,0,Independent
Eddys,37,Telecomunicaciones,single,male,hispanic Straight Spiritual social smoker social drinker Friendship Serious Relationship,es,0,telecommunications
EDEM7405,48,electricista,divorced,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,es,0,electrician
Edequevedo,32,Estilista,single,female,hispanic Straight Christian nonsmoker never Friendship,fi,0,Stylist
Ederarnao,36,Técnico electrónico,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship Marriage,es,0,electronic technician
Edgaj,42,Transportista,separated,male,hispanic Straight Christian light smoker occasional drinker Fun,no,0,Carrier
Edgar006,42,Conductor de camión,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,es,0,Truck driver
Edgar1907,29,Mesero,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance,af,0,Waiter
Edgar1979,42,Ing civil,divorced,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,en,0,Ing civil
edgar1986,35,Independiente,single,male,hispanic Straight Other social smoker social drinker Romance,nl,0,Independent
EdgarA78,43,Comerciante,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,it,0,Merchant
Edgarbp,51,docente,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,pt,0,teacher
edgardo_3,27,estudiante,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Marriage,es,0,student
edgarmarquez,34,Electricista,separated,male,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship,ca,0,Electrician
edgarperez,32,vendedor,single,male,white Straight Christian nonsmoker never Friendship,nl,0,seller
Edifre16,42,Independiente,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,nl,0,Independent
Edilberto1226,35,Diseñador gráfico,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,es,0,Graphic designer
Edilberto15,34,Auxiliar de farmacia,separated,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,es,0,Pharmacy assistant
Edimer,29,Maestro,single,male,mixed Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Maestro
Edinson22,29,Carpintero,single,male,hispanic Straight Other nonsmoker never Romance,it,0,Carpenter
Edith2173,48,Comercio,divorced,male,black Straight Christian nonsmoker social drinker Serious Relationship,pt,0,Trade
edjoliyan13,36,teacher,divorced,male,white Bisexual Other social smoker occasional drinker Fun,en,0,teacher
edjurgi,61,Ingeniero mecanico,separated,male,hispanic Straight Other social smoker social drinker Romance,es,0,Mechanical engineer
Edmary77,44,Ejecutiva de ventas,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,es,0,sales executive
Edmeamma1234,41,Negocio,single,female,hispanic Straight Spiritual nonsmoker never Marriage,pl,0,Business
Eduar2525,28,Comerciante,single,male,white Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,it,0,Merchant
Eduard1991,31,Military,in relationship,male,white Straight Other nonsmoker social drinker Fun Friendship,tl,0,Military
Eduardo007,30,Estudiante,single,male,white Straight Christian nonsmoker never Serious Relationship,es,0,Student
eduardo1980,42,dentista,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship Romance Serious Relationship,es,0,dentist
Eduardo19812612,40,Ing civil,single,male,white Straight Christian nonsmoker never Fun,en,0,Ing civil
Eduardo33,35,Químico farmacéutico,single,male,hispanic Homosexual Christian nonsmoker never Friendship,es,0,Pharmaceutical chemist
eduardo71,51,comercio,divorced,male,white Straight Other social smoker social drinker Serious Relationship,pt,0,trade
EDUARDOTJ20,54,EMPRESARIO,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship Marriage,es,0,ENTREPRENEUR
EDUARDOYAR,50,COMERCIANTE,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,en,0,COMERCIANTE
Edw,30,Ingeniero,single,male,white Homosexual Christian social smoker social drinker Romance,af,0,Engineer
Edward1983,38,Asesor comercial,divorced,male,mixed Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,es,0,business advisor
Edwin08,30,Sub chef,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,en,0,Sub chef
Edwin2021,41,Psicólogo,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Psychologist
Edwin88,30,Sub chef,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,en,0,Sub chef
Edwincorrea77,44,Seguridad,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,pt,0,Security
Edwindiaz,46,Conductor de camión,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,es,0,Truck driver
edwingjose,35,diseñador grafico,single,male,hispanic Straight Spiritual social smoker social drinker Friendship Romance Serious Relationship Marriage,es,0,graphic designer
edymars,59,construccion,separated,male,hispanic Straight Christian nonsmoker never Marriage,es,0,building
Edyo,50,Fotografo,separated,male,hispanic Straight Other social smoker social drinker Serious Relationship,da,0,I photograph
Efer,47,Empresario,divorced,male,hispanic Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,pt,0,Entrepreneur
efernandez,52,Manager,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance,tl,0,Manager
Eff2171,51,Contador,divorced,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,pt,0,Contador
EG,57,Hospitality,divorced,male,mixed Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,fi,0,Hospitality
Egreer,34,Machine operator,separated,female,white Straight Christian light smoker social drinker Fun Friendship,it,0,Machine operator
Eimy,22,Emprendedora,single,female,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,pt,0,enterprising
Ek1992,30,Construction,single,male,mixed Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,en,0,Construction
Ekata,46,Profesora,single,female,hispanic Straight Christian light smoker social drinker Romance,en,0,Profesora
Eladiogj,35,Campesino,single,male,mixed Straight Other nonsmoker never Serious Relationship,pt,0,Farmer
elagranado,41,licenciada,separated,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,es,0,licensed
ElayineT,34,Entrepreneur,single,female,black Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,fr,0,Entrepreneur
elblack,30,tecnico,single,male,hispanic Homosexual Christian nonsmoker occasional drinker Serious Relationship Marriage,it,0,technician
Elcaporico,43,Selfemployed,divorced,male,white Straight Christian chain smoker occasional drinker Friendship,en,0,Selfemployed
Elchaso43,41,Independiente,single,male,hispanic Straight Christian chain smoker occasional drinker Friendship Marriage,nl,0,Independent
elderantonii,36,pintor,single,male,black Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,it,0,painter
eldora,53,software engineer,divorced,male,white Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship Marriage,af,0,software engineer
Eleana82,40,Independientemente,single,female,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,nl,0,Regardless
Elen66,47,Administradora,divorced,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,pt,0,administrator
Elena1200,30,Diseñadora Gráfica,single,female,hispanic Homosexual Atheist nonsmoker never Friendship Serious Relationship,es,0,Graphic Designer
Elena81,40,Bank,single,female,white Straight Christian nonsmoker never Serious Relationship Marriage,so,0,Bank
Eli407,42,Hostelería,single,female,white Straight Christian nonsmoker social drinker Serious Relationship,es,0,Hostelry
Eli72,50,Dentista,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship Marriage,no,0,Dentist
Eli76,46,Profesora,separated,female,mixed Straight Other nonsmoker occasional drinker Marriage,en,0,Profesora
Elian56,27,Construccion,single,male,native american Straight Other nonsmoker never Fun,es,0,Building
Elianacc,38,Independiente,single,female,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,nl,0,Independent
Elias420,39,Machine operator,single,male,mixed Straight Muslim light smoker never Friendship Romance Serious Relationship,it,0,Machine operator
Elibe,44,Comercio,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,pt,0,Trade
Elide,50,Bibliotecaria,single,female,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,ro,0,library
Eliecer900319,32,Seguridad,single,male,hispanic Straight Other light smoker occasional drinker Serious Relationship,pt,0,Security
Elier30,32,Lic Derecho,single,male,hispanic Straight Atheist nonsmoker occasional drinker Fun Friendship Romance,de,0,Law Degree
Elif1806,31,Escritor,single,female,hispanic Straight Christian social smoker social drinker Romance Serious Relationship Marriage,es,0,Writer
Elifer,40,Empresaria,single,female,pacific islander Straight Christian nonsmoker social drinker Friendship,ca,0,businesswoman
Elijah12,28,Student,single,male,black Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,de,0,Student
Elimerca,41,Driver,divorced,female,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,no,0,Driver
Elinda,36,Auxiliar de farmacia,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,es,0,Pharmacy assistant
ElioRivas,41,Profesor,single,male,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,en,0,Profesor
Elis2608,46,Administración,divorced,female,white Straight Christian nonsmoker never Serious Relationship,es,0,administration
Elizabeth123,49,Ama de casa,divorced,female,hispanic Straight Spiritual nonsmoker social drinker Marriage,pt,0,Housewife
Elizabeth2508,37,Psicologa,single,female,hispanic Straight Other nonsmoker never Friendship Serious Relationship,it,0,Psychologist
Elizabeth86,36,Housekeeping,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,et,0,Housekeeping
ElizabethQuintero,30,Estudio,single,female,black Straight Christian nonsmoker social drinker Serious Relationship,es,0,Study
Elizabeth_Kravetz,23,Student,single,female,white Straight Atheist social smoker social drinker Serious Relationship Marriage,de,0,Student
Elkin1978,44,Independiente,single,male,hispanic Straight Other nonsmoker never Serious Relationship,nl,0,Independent
Ellezlandia91,31,Estudiante,divorced,female,white Bisexual Atheist nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,es,0,Student
Elloco9035,47,Contruccion,single,male,white Straight Spiritual nonsmoker social drinker Friendship Serious Relationship,it,0,construction
EllyJ,37,Docente,separated,female,hispanic Straight Other nonsmoker never Serious Relationship,it,0,teacher
elmer2302,30,Ingeniero Industrial,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,id,0,Industrial Engineer
Elmismo,37,Estilista,single,male,hispanic Homosexual Atheist light smoker social drinker Fun Friendship Romance Serious Relationship,fi,0,Stylist
ElProfe,59,Profesor,divorced,male,black Straight Other nonsmoker never Romance,en,0,Profesor
Elsita,35,Ama de casa,single,male,black Straight Spiritual nonsmoker never Serious Relationship,pt,0,Housewife
ELVENEZOLANO10,52,TRABAJADOR INDEPENDIENTE,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,en,0,TRABAJADOR INDEPENDIENTE
Elvergalar,37,Ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,af,0,Engineer
Elvergon,30,Laboro,single,male,black Straight Christian nonsmoker occasional drinker Fun,es,0,work
Elvinsolano,34,Ingeniero Agrónomo,single,male,mixed Straight Christian nonsmoker social drinker Fun Friendship Serious Relationship,es,0,Agricultural engineer
ElYei17,32,Chef,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,cy,0,Chef
