username,age,occupation,status,gender,filtered sentence,y,translated_occupation
speedme111,37,doctor,widow,male,I lovingcaring compassionatei value loyalty honesty I believe one always put best effort every endeavorI looking partner honest true faithful good heart enjoys things I,1,doctor
sunshine54,37,nurse,single,female,Greetings glad paid attention Get familiar I disappoint I great mind I know use great mind bring peace tranquility sweetness creative approach relationship Im person likes spirit You man likes argue I prefer say least time I would prefer discuss everything argue This relationship get anywhere best find compromise give big hug I love cuddle It best find compromise I looking caring familyoriented man ready feel love share Hope lot ideas make life brighter necessary thing create achieve together,1,nurse
TANTAN,37,self-employed,single,female,saying I I wanting best one life go I successful run business home great personality im christmas I vegetarian one dont hang around,1,self-employed
tgurl001,37,accountant,single,female,I person looks beyond may obvious Characteristic worth flashiness I person appreciates honesty great sense humor I love laugh enjoy simple things life I would appreciate person good sense sense direction wants I appreciate man sees woman friend partner,1,accountant
Tysonjos12,37,Marketing,single,male,Im single kids hoping someday right mate I sunny coast years busy work bringing family Now time get life I prefer something whether coffee cold beer I need someone Im interested playing games drama I want someone fun either romantically mate,1,Marketing
wendy,37,self employed,single,female,kind honest also love others,1,self employed
wilson24,37,engineer,widow,male,name allen henry wildower one sons mike 3 year old He school usa connecticut lose late wife 3 year ago giving birth son engineeringI install maxmy hobbies swimming love composing poem much time go cinema ok baby like know good us make things possible work ok looking email nice day stay bless allen I need woman get married make future possible,1,engineer
york5050,37,self employed,single,female,I interesting personKind caringI Open minded earthI like self lot Honest Trust worthyI like kind way live like special man,1,self employed
alison123,38,student,single,female,Just sincere ready relocate live rest life,1,student
Amilia,38,business,single,female,Honest genuine loving loyal person looking someone decent qualities long term relationship perhaps meet new friends way,1,business
carolebrown,38,self employed,single,female,like us good partnership relationship I pray meet day soon interested us move next level friendship I want someone could trust even without close trust see nice humble man like know,1,self employed
Curtis,38,engineer,widow,male,Im romanticoptimistic considerate outgoing person warm nature creative I like say I feel I thinkI dont like keep opinion mindI like speak everything Im intellectual emotional confident person I sense humor I like laugh fun I like spend time gym swimsunbathe hike tenniswine tasting fine dining shopping traveling spa,1,engineer
