username,age,occupation,status,gender,filtered sentence,y
 ray7, 44, self-employed, single,male,I simple man nature I enjoy happiness others I live life useful people around I equal respect everybody I came site end loneliness heart I hope meet lucky woman I submit heart I say generous fault due kind heart I respect women lot nature respect protect especially one I love I found site interesting opportunity find soul mate I love cherish sincere heart I wish meet lucky woman I shall submit heart,1
 raykings, 55, Business, widowed,male,I fun loving loyal trustworthy easy get along sense humour I would like meet person sweet loving funny adventurous A healthy personality I I emotionally intelligentI like people spontaneous good spatial perception high reasoning capacity stand point view I romantic person likes candlelight dinners walking barefoot beach watching Godly Sun setwhich also love visit stadium watching soccer VIP section glass red wine,1
 raylove111, 50, construction engineer, widowed,male,sheldon name single man two kids kids stay sister since death mother serious honest man glad find soul mate,1
 raymicheal92, 48, marine engineer, single,male,single parent also loving care looking sincere woman share world love forever,1
 raymond, 53, military, single,male,I open minded liberal race lifestyle life choices I think important laugh everyday I serious JOB Im friendly kind caring sensitive loyal understanding humorous fun earth accepting truthful helpful honest brown eyes confiding forgiving cheerful bright generous charming,1
 raymondhenderson,68, engineering, widowed,male,name James Alexander I widower 10 years I interested long term relationship email Avisoncart21outlookcom,1
 Rayperry62, 52, –, –,male,I honest I dont ever ever look outside learn someone I feel real person inside Oh course kind physical attraction course part person I good kind loving I always give help anyone needs itI honest dependable loving gentle affectionate good friendship I feel WOMAN GODs undeserved gift MAN supposed loved reverenced protected respected cherished I would love someone fun around likes laugh joke around enjoy outdoors going long romantic walks enjoys looking stars night watching sun set rise ocean,1
 RayRayRay, 50, Engineering, widowed,male,What important right get woman wan na spend rest life withi peace lover caring gentle man respect humanity lots life inside extremely romantic man DESPISE lies hope find woman complete hope find,1
 raytedder0909, 30, nursing, single,female,cool niceam looking good relationshipthat lead married,1
 rayven, 44, construction, divorced,male,hello im ray though im new wan na explore try new things hate talking like painting sentences ill rather prefer meet face face know kind person starter im optimistic dedicated hardworking honest easy going man honesty us best policy Ill rather meet person youll know real well gentle honest adventurous hardworking caring person son lives I wan na meet caring committed understanding woman ready settle serious relationship must ready adventure ie try new things,1
 rayword, 46, –, –,male,Im extremely loving loyal one Im I expect return I also patient forgiving person point always line one cross I love life even I someone share Anyone knows pk mindI enjoy laughing making others laughIm caring loving rich understanding trust worthy romantic love treating others way I would love treated Im God fearing I also like sing along song radio sometimes badly dance around living roomi looking long term relationship serious woman honest faithful open minded loyal kind caring trustworthy great sence humor woman love woman passion belive God respect take good care family respect wishes lot love offer woman,1
